selector,method,memory_bin,n,success,median_rmsd,pb_valid_all,mean_memory_score,official_success,delta_vs_official
oracle_min_rmsd,af3,low,97,0.31958762886597936,4.353650093078613,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.1813300531084036
oracle_min_rmsd,af3,mid,300,0.6766666666666666,1.149610698223114,0.9866666666666667,0.5040428889103519,0.48261076703191996,0.19405589963474668
oracle_min_rmsd,af3_no_template,high,300,0.9833333333333333,0.2537378519773483,1.0,0.9575537143879607,0.8885714285714286,0.09476190476190471
oracle_min_rmsd,af3_no_template,low,97,0.28865979381443296,4.001913070678711,0.9896907216494846,0.2685289496570315,0.13825757575757575,0.15040221805685722
oracle_min_rmsd,af3_no_template,mid,300,0.7033333333333334,1.0336121320724487,0.98,0.5040428889103519,0.48261076703191996,0.2207225663014134
oracle_min_rmsd,boltz,high,300,0.9,0.48099832236766815,0.9866666666666667,0.9464044066293124,0.8885714285714286,0.011428571428571455
oracle_min_rmsd,boltz,low,70,0.15714285714285714,5.111085891723633,0.9714285714285714,0.26989991338778635,0.13825757575757575,0.018885281385281394
oracle_min_rmsd,boltz,mid,300,0.5866666666666667,1.5168759226799011,0.9733333333333334,0.5055635582461321,0.48261076703191996,0.1040558996347467
oracle_min_rmsd,boltz1x,high,300,0.8833333333333333,0.46192237734794617,1.0,0.9452008001052491,0.8885714285714286,-0.005238095238095264
oracle_min_rmsd,boltz1x,low,66,0.15151515151515152,5.1327009201049805,0.9696969696969697,0.27202637287612225,0.13825757575757575,0.013257575757575774
oracle_min_rmsd,boltz1x,mid,300,0.5833333333333334,1.4925705790519714,0.9833333333333333,0.5059693592494448,0.48261076703191996,0.10072256630141341
oracle_min_rmsd,boltz2,mid,299,0.6454849498327759,1.2372722625732422,1.0,0.549797860716944,0.48261076703191996,0.16287418280085597
oracle_min_rmsd,boltz2,high,300,0.9466666666666667,0.3540731966495514,1.0,0.8616660759639482,0.8885714285714286,0.05809523809523809
oracle_min_rmsd,boltz2,low,31,0.1935483870967742,3.8177645206451416,1.0,0.2627922006812176,0.13825757575757575,0.05529081133919844
oracle_min_rmsd,chai,high,300,0.93,0.2949099838733673,0.9933333333333333,0.9524094216639715,0.8885714285714286,0.04142857142857148
oracle_min_rmsd,chai,low,80,0.2625,6.158359527587891,0.9875,0.26674635697012333,0.13825757575757575,0.12424242424242427
oracle_min_rmsd,chai,mid,300,0.54,1.6799092292785645,0.9833333333333333,0.504602420381713,0.48261076703191996,0.05738923296808007
oracle_min_rmsd,protenix,high,300,0.96,0.32111589610576624,0.9966666666666667,0.9543330116269505,0.8885714285714286,0.0714285714285714
oracle_min_rmsd,protenix,low,87,0.1724137931034483,7.985792636871338,0.9885057471264368,0.2653680882638497,0.13825757575757575,0.03415621734587254
oracle_min_rmsd,protenix,mid,300,0.5366666666666666,1.7848669290542603,0.9866666666666667,0.5045459862552211,0.48261076703191996,0.05405589963474666
nested_pair_rank_structure_antimemory_low_success,af3,mid,300,0.5266666666666666,1.7901875972747803,0.6933333333333334,0.5040428889103519,0.48261076703191996,0.044055899634746654
