dataset,mol_id,tag,status,metric_status,prediction_cif,model_idx,symmetry_pocket_rmsd,symmetry_method,score_npz,chai_aggregate_score,chai_ptm,chai_iptm,chai_has_inter_chain_clashes,pocket_cutoff_a,pred_ligand_heavy_atoms,native_ligand_heavy_atoms,pocket_matched_ca,pocket_matched_residues_preview,n_samples_eval,score_ranked_prediction_cif,score_ranked_model_idx,score_ranked_symmetry_pocket_rmsd,score_ranked_symmetry_method,score_ranked_score_npz,score_ranked_chai_aggregate_score,score_ranked_chai_ptm,score_ranked_chai_iptm,score_ranked_chai_has_inter_chain_clashes,score_ranked_pocket_cutoff_a,score_ranked_pred_ligand_heavy_atoms,score_ranked_native_ligand_heavy_atoms,score_ranked_pocket_matched_ca,score_ranked_pocket_matched_residues_preview,score_ranked_pocket_ca_rmsd_after_fit,score_ranked_symmetry_success_2a,oracle_best_symmetry_pocket_rmsd,oracle_best_symmetry_success_2a,oracle_best_model_idx,exception_type
posebusters_benchmark,7TS6_KMI,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TS6_KMI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_2.cif,2.0,10.12988552360177,canonical_symmetry_classes:exact=17;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7TS6_KMI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_2.npz,0.15641933679580688,0.2136649489402771,0.14210791885852814,False,10.0,17.0,17.0,62.0,"B:286:2.66,B:281:2.73,B:261:3.25,B:172:3.56,B:280:3.62,B:278:3.66,B:282:3.71,B:259:3.84,B:283:3.91,B:279:3.95,B:372:4.11,B:260:5.18",13.9719211854267,False,5.679690782336347,False,4.0,
posebusters_benchmark,7UJ5_DGL,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7UJ5_DGL/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,1.5653148893077249,canonical_symmetry_classes:exact=10;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7UJ5_DGL/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.7780402302742004,0.8754569292068481,0.7536860704421997,False,10.0,10.0,10.0,68.0,"B:73:2.60,B:9:2.62,B:40:2.69,B:41:2.78,B:183:2.92,B:8:2.98,B:72:3.04,B:71:3.21,B:117:3.30,B:39:3.37,B:184:3.60,B:182:3.63",0.6577402495660044,True,0.36196857492593154,True,0.0,
posebusters_benchmark,7VKZ_NOJ,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VKZ_NOJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,0.5226395239308385,canonical_symmetry_classes:exact=11;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VKZ_NOJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.734229564666748,0.9238721132278442,0.6868188977241516,False,10.0,11.0,11.0,61.0,"A:372:2.58,A:96:2.68,A:95:2.72,A:93:2.89,A:46:2.89,A:343:2.89,A:169:2.92,A:269:3.19,A:391:3.35,A:170:3.44,A:94:3.55,A:303:3.61",2.0138927428818447,True,0.41448946361292144,True,0.0,
posebusters_benchmark,7VYJ_CA0,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VYJ_CA0/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,1.048164994312092,canonical_symmetry_classes:exact=26;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7VYJ_CA0/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.8002514243125916,0.932655394077301,0.7671504020690918,False,10.0,26.0,26.0,90.0,"A:203:2.76,A:157:2.83,A:308:2.93,A:155:2.93,A:186:2.94,A:332:2.95,A:156:2.98,A:132:3.05,A:304:3.07,A:136:3.22,A:189:3.34,A:331:3.34",1.5290441271892354,True,0.6962652116296106,True,3.0,
posebusters_benchmark,7WKL_CAQ,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WKL_CAQ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_3.cif,3.0,2.532625176960446,canonical_symmetry_classes:exact=4;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WKL_CAQ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_3.npz,0.8772314786911011,0.9248518347740173,0.8653263449668884,False,10.0,8.0,8.0,61.0,"B:293:2.87,B:23:3.23,B:167:3.28,B:296:3.35,B:193:3.50,B:63:3.51,B:189:3.54,B:27:3.55,A:237:3.76,B:8:4.32,B:62:4.63,B:222:5.37",1.5904777371840755,False,1.8992102078394255,True,2.0,
posebusters_benchmark,7WUX_6OI,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WUX_6OI/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_4.cif,4.0,7.145992943250887,canonical_symmetry_classes:exact=16;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7WUX_6OI/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_4.npz,0.831709086894989,0.9069672226905823,0.8128945231437683,False,10.0,17.0,17.0,20.0,"A:39:3.06,A:99:3.14,A:125:3.62,A:144:4.17,A:37:5.25,A:98:5.80,A:124:6.25,A:41:6.46,A:147:6.94,A:38:6.99,A:152:7.00,A:149:7.10",0.9289728776744349,False,6.845535759446322,False,0.0,
posebusters_benchmark,7XJN_NSD,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XJN_NSD/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XJN_NSD/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.415659636259079,0.8997533917427063,0.29463618993759155,False,10.0,9.0,9.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7XRL_FWK,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XRL_FWK/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,5.606642006780084,canonical_symmetry_classes:exact=19;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7XRL_FWK/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.739302933216095,0.777218222618103,0.7298240661621094,False,10.0,19.0,19.0,70.0,"A:221:2.81,A:298:3.05,A:300:3.08,A:260:3.12,A:259:3.31,A:299:3.40,A:301:3.42,A:223:3.53,A:225:3.55,A:258:3.70,A:224:3.85,A:263:3.88",3.101703856722277,False,4.335516724041567,False,4.0,
posebusters_benchmark,7ZCC_OGA,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZCC_OGA/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZCC_OGA/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.6490852236747742,0.8522595167160034,0.5982916355133057,False,10.0,10.0,10.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7ZDY_6MJ,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZDY_6MJ/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZDY_6MJ/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.4763489365577698,0.9617919921875,0.354988157749176,False,10.0,11.0,11.0,2.0,"W:602:4.70,W:601:8.33",5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,7ZZW_KKW,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZZW_KKW/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/7ZZW_KKW/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8410522937774658,0.9715081453323364,0.8084383010864258,False,10.0,29.0,29.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,8AQL_PLG,oracle_pocket_crop_s5_t200,ok,ok,,,,,,,,,,,,,,,5.0,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8AQL_PLG/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_1.cif,1.0,1.1614912037804441,canonical_symmetry_classes:exact=19;greedy=0;direct=0,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8AQL_PLG/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_1.npz,0.9105963706970215,0.9362683892250061,0.9041783213615417,False,10.0,20.0,20.0,87.0,"A:53:2.67,B:216:2.68,B:107:2.75,B:109:2.77,B:191:2.83,B:41:2.84,B:219:2.89,A:274:2.92,B:381:2.95,B:108:3.14,B:136:3.18,A:63:3.25",0.4099800915504634,True,0.9303188384332366,True,0.0,
posebusters_benchmark,8CI0_8EL,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8CI0_8EL/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8CI0_8EL/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.7727862596511841,0.9481245875358582,0.7289516925811768,False,10.0,26.0,26.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
posebusters_benchmark,8F4J_PHO,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,8FV9_80J,oracle_pocket_crop_s5_t200,exception,not_ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError
posebusters_benchmark,8G0V_YHT,oracle_pocket_crop_s5_t200,ok,no_valid_symmetry_rmsd,results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8G0V_YHT/oracle_pocket_crop_s5_t200/predictions/pred.model_idx_0.cif,0.0,,pred_atom_count_mismatch,<REMOTE_PROJECT_ROOT>/results/posebench_702_predictions/chai1_gpu/posebusters_benchmark/8G0V_YHT/oracle_pocket_crop_s5_t200/predictions/scores.model_idx_0.npz,0.8185535073280334,0.8561292290687561,0.8091595768928528,False,10.0,26.0,26.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,
