selector,method,similarity_bin,n,success,median_rmsd,pb_valid_all,replacement_rate,eligible_rate
physics_score_balanced,boltz1x,mid,300,0.51,1.9409211874008179,0.928082191780822,0.04666666666666667,1.0
physics_score_balanced,boltz2,all,630,0.6936507936507936,0.9370494186878204,,0.047619047619047616,1.0
physics_score_balanced,boltz2,high,300,0.91,0.43619489669799805,,0.016666666666666666,1.0
physics_score_balanced,boltz2,low,31,0.06451612903225806,8.908732414245605,,0.12903225806451613,1.0
physics_score_balanced,boltz2,mid,299,0.5418060200668896,1.7600971460342407,,0.07023411371237458,1.0
physics_score_balanced,chai,all,680,0.5926470588235294,1.1583344340324402,0.6995073891625616,0.12205882352941176,1.0
physics_score_balanced,chai,high,300,0.8766666666666667,0.4248180985450744,0.8165467625899281,0.08,1.0
physics_score_balanced,chai,low,80,0.2125,9.581171989440918,0.5,0.15,1.0
physics_score_balanced,chai,mid,300,0.41,2.589475631713867,0.6293436293436293,0.15666666666666668,1.0
physics_score_balanced,protenix,all,687,0.586608442503639,1.2028934955596924,0.6510903426791277,0.07714701601164484,1.0
physics_score_balanced,protenix,high,300,0.91,0.4440109133720398,0.7361111111111112,0.04,1.0
physics_score_balanced,protenix,low,87,0.08045977011494253,12.181598663330078,0.41025641025641024,0.12643678160919541,1.0
physics_score_balanced,protenix,mid,300,0.41,2.67610239982605,0.6304347826086957,0.1,1.0
physics_score_physics_heavy,all_methods,all,4727,0.6247091178337212,1.094585657119751,0.6998082717063818,0.1191030251745293,1.0
physics_score_physics_heavy,all_methods,high,2100,0.8919047619047619,0.43979211151599884,0.770205066344994,0.07523809523809524,1.0
physics_score_physics_heavy,all_methods,low,528,0.14015151515151514,8.27716588973999,0.4623115577889447,0.23674242424242425,1.0
physics_score_physics_heavy,all_methods,mid,2099,0.47927584564078135,2.130022048950196,0.6858934169278997,0.1333968556455455,1.0
physics_score_physics_heavy,af3,all,697,0.6312769010043041,1.006920576095581,0.6970684039087948,0.1449067431850789,1.0
physics_score_physics_heavy,af3,high,300,0.9066666666666666,0.3315538167953491,0.7809187279151943,0.06333333333333334,1.0
physics_score_physics_heavy,af3,low,97,0.1958762886597938,7.986755847930908,0.38028169014084506,0.32989690721649484,1.0
physics_score_physics_heavy,af3,mid,300,0.49666666666666665,2.0027053356170654,0.6923076923076923,0.16666666666666666,1.0
physics_score_physics_heavy,af3_no_template,all,697,0.6456241032998565,0.9786425232887268,0.6563517915309446,0.13916786226685796,1.0
physics_score_physics_heavy,af3_no_template,high,300,0.9266666666666666,0.3484057337045669,0.7362637362637363,0.09666666666666666,1.0
physics_score_physics_heavy,af3_no_template,low,97,0.1958762886597938,7.532651901245117,0.37681159420289856,0.32989690721649484,1.0
physics_score_physics_heavy,af3_no_template,mid,300,0.51,1.827164351940155,0.6470588235294118,0.12,1.0
physics_score_physics_heavy,boltz,all,670,0.608955223880597,1.2693835496902466,0.5477815699658704,0.14328358208955225,1.0
physics_score_physics_heavy,boltz,high,300,0.8633333333333333,0.5858943462371826,0.6090225563909775,0.12,1.0
physics_score_physics_heavy,boltz,low,70,0.08571428571428572,8.195139408111572,0.32142857142857145,0.22857142857142856,1.0
physics_score_physics_heavy,boltz,mid,300,0.4766666666666667,2.1238847970962524,0.5340909090909091,0.14666666666666667,1.0
physics_score_physics_heavy,boltz1x,all,666,0.6171171171171171,1.166130781173706,0.9184952978056427,0.05405405405405406,1.0
physics_score_physics_heavy,boltz1x,high,300,0.8466666666666667,0.5490756034851074,0.9305555555555556,0.04,1.0
